class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,spore-print-color,solitary,grasses
p,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,spore-print-color,solitary,grasses
p,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,solitary,grasses
e,flat,fibrous,gray,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,spore-print-color,solitary,woods
p,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,several,woods
p,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,several,woods
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,spore-print-color,solitary,grasses
p,convex,fibrous,gray,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,woods
p,convex,fibrous,gray,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,spore-print-color,several,grasses
p,convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
p,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,several,grasses
e,flat,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,spore-print-color,solitary,woods
p,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,spore-print-color,several,woods
e,flat,fibrous,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,spore-print-color,several,woods
p,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,solitary,paths
e,flat,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,spore-print-color,several,woods
e,flat,fibrous,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,spore-print-color,solitary,woods
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,spore-print-color,solitary,paths
p,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,spore-print-color,solitary,woods
e,flat,fibrous,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,several,woods
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,spore-print-color,several,paths
e,flat,fibrous,gray,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,spore-print-color,solitary,woods
e,flat,scaly,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,spore-print-color,solitary,woods
e,flat,scaly,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,several,woods
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,spore-print-color,solitary,paths
e,convex,fibrous,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,spore-print-color,several,woods
p,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,several,woods
p,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,spore-print-color,several,paths
p,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,spore-print-color,several,woods
p,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,spore-print-color,several,paths
p,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,spore-print-color,several,woods
e,convex,fibrous,gray,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,several,woods
e,convex,scaly,gray,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,spore-print-color,several,woods
p,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,spore-print-color,several,grasses
p,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,solitary,woods
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,solitary,paths
p,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,spore-print-color,several,paths
p,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,spore-print-color,solitary,paths
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,several,grasses
p,convex,smooth,gray,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,several,grasses
p,flat,smooth,buff,bruises,foul,free,close,broad,gray,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,spore-print-color,scattered,grasses
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,spore-print-color,several,woods
p,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,solitary,woods
p,convex,smooth,white,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,woods
p,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,spore-print-color,several,woods
e,flat,fibrous,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,spore-print-color,several,woods
p,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,solitary,grasses
p,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,spore-print-color,several,woods
p,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,several,paths
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,spore-print-color,several,grasses
p,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,spore-print-color,solitary,woods
e,flat,fibrous,gray,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,spore-print-color,several,woods
p,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,solitary,woods
e,flat,scaly,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,spore-print-color,solitary,woods
p,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,spore-print-color,several,woods
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,solitary,paths
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,spore-print-color,several,woods
p,convex,smooth,white,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
p,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,spore-print-color,solitary,woods
e,flat,scaly,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,spore-print-color,several,woods
p,convex,fibrous,white,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,woods
p,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,several,woods
p,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,spore-print-color,solitary,woods
p,convex,fibrous,pink,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
p,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,solitary,woods
p,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,spore-print-color,several,paths
e,flat,scaly,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,several,woods
p,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,several,paths
p,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,spore-print-color,several,paths
p,convex,fibrous,gray,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,scattered,woods
p,convex,smooth,pink,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,several,woods
e,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,spore-print-color,several,woods
p,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,spore-print-color,several,grasses
e,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,solitary,woods
e,flat,scaly,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,spore-print-color,solitary,woods
p,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,spore-print-color,solitary,woods
p,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,spore-print-color,solitary,grasses
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,spore-print-color,several,woods
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,spore-print-color,solitary,woods
p,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,spore-print-color,solitary,paths
e,flat,scaly,gray,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,spore-print-color,solitary,woods
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,spore-print-color,several,paths
p,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,spore-print-color,several,paths
p,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,spore-print-color,several,paths
p,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,spore-print-color,solitary,paths
e,flat,fibrous,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,spore-print-color,several,woods
e,flat,scaly,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,several,woods
p,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,spore-print-color,solitary,grasses
e,flat,scaly,purple,no,none,free,close,narrow,chocolate,enlarging,missing,smooth,fibrous,white,white,partial,white,one,flaring,spore-print-color,solitary,woods
e,flat,scaly,brown,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,spore-print-color,solitary,woods
p,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,spore-print-color,several,grasses
p,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,spore-print-color,several,grasses
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,spore-print-color,solitary,woods
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,spore-print-color,solitary,paths
p,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,spore-print-color,several,paths
p,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,spore-print-color,solitary,woods
p,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,spore-print-color,several,paths
p,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,spore-print-color,several,paths
p,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,spore-print-color,solitary,paths
e,convex,fibrous,gray,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,spore-print-color,several,woods
p,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,spore-print-color,solitary,woods
e,flat,scaly,red,bruises,none,free,close,broad,gray,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,spore-print-color,several,woods
p,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,spore-print-color,several,woods
